Variable,Index,Value,Bounds
flux,DATPHs,0.0,"[0.0, 1000.0]"
flux,GLCTR1,0.0,"[0.0, 1000.0]"
flux,LIPAabcpp,0.0,"[0.0, 1000.0]"
flux,LIPACabcpp,0.0,"[0.0, 1000.0]"
flux,GGGABADr,0.0,"[0, 1000.0]"
flux,EX_mso3_e,0.0,"[0, 1000.0]"
flux,EX_23camp_e,0.0,"[0, 1000.0]"
flux,EX_23cgmp_e,0.0,"[0, 1000.0]"
flux,EX_23cump_e,0.0,"[0, 1000.0]"
flux,EX_3amp_e,0.0,"[0, 1000.0]"
flux,EX_3gmp_e,0.0,"[0, 1000.0]"
flux,EX_3ump_e,0.0,"[0, 1000.0]"
flux,EX_glyc__R_e,0.0,"[0, 1000.0]"
flux,EX_eca4colipa_e,0.0,"[0, 1000.0]"
flux,GLYOX3,0.0,"[0.0, 1000.0]"
flux,FDMO3,0.0,"[0.0, 1000.0]"
flux,FDMO4,0.0,"[0.0, 1000.0]"
flux,BUTSO3abcpp,0.0,"[0.0, 1000.0]"
flux,ETHSO3abcpp,0.0,"[0.0, 1000.0]"
flux,EX_sel_e,0.0,"[0, 1000.0]"
flux,EX_hg2_e,0.0,"[0, 1000.0]"
flux,O16GLCT1,0.0,"[0.0, 1000.0]"
flux,O16AP2pp,0.0,"[0.0, 1000.0]"
flux,O16AP3pp,0.0,"[0.0, 1000.0]"
flux,O16A4Lpp,0.0,"[0.0, 1000.0]"
flux,MALTATr,0.0,"[0, 1000.0]"
flux,DHBSH,0.0,"[0.0, 1000.0]"
flux,ENTERES,0.0,"[0.0, 1000.0]"
flux,FEOXAMUtex,0.0,"[0.0, 1000.0]"
flux,ARBTNtpp,0.0,"[0.0, 1000.0]"
flux,ARBTNtex,0.0,"[0.0, 1000.0]"
flux,23CAMPtex,0.0,"[0, 1000.0]"
flux,23CCMPtex,0.0,"[0, 1000.0]"
flux,23CUMPtex,0.0,"[0, 1000.0]"
flux,23CGMPtex,0.0,"[0, 1000.0]"
flux,3AMPtex,0.0,"[0, 1000.0]"
flux,3CMPtex,0.0,"[0, 1000.0]"
flux,LADGMDH,0.0,"[0.0, 1000.0]"
flux,ALAGLUE,0.0,"[0, 1000.0]"
flux,FEENTERtpp,0.0,"[0.0, 1000.0]"
flux,FEENTERtex,0.0,"[0.0, 1000.0]"
flux,FE3HOXUtpp,0.0,"[0.0, 1000.0]"
flux,FEOXAMUtpp,0.0,"[0.0, 1000.0]"
flux,FECRMUtpp,0.0,"[0.0, 1000.0]"
flux,FE3HOXR2,0.0,"[0.0, 1000.0]"
flux,PTRCt2pp,0.0,"[0.0, 1000.0]"
flux,GGGABAH,0.0,"[0.0, 1000.0]"
flux,FRULYSK,0.0,"[0.0, 1000.0]"
flux,FDMO6,0.0,"[0.0, 1000.0]"
flux,SULFACabcpp,0.0,"[0.0, 1000.0]"
flux,ETHSO3tex,0.0,"[0, 1000.0]"
flux,BUTSO3tex,0.0,"[0, 1000.0]"
flux,LIPOtex,0.0,"[0, 1000.0]"
flux,CYANSTpp,0.0,"[0.0, 1000.0]"
flux,MCPST,0.0,"[0.0, 1000.0]"
flux,PHEMEabcpp,0.0,"[0.0, 1000.0]"
flux,METSOX1abcpp,0.0,"[0.0, 1000.0]"
flux,GALBDtex,0.0,"[0, 1000.0]"
flux,LIPAHT2ex,0.0,"[0.0, 1000.0]"
flux,LIPAHTex,0.0,"[0.0, 1000.0]"
flux,ECAP1pp,0.0,"[0.0, 1000.0]"
flux,UDCPDPpp,0.0,"[0.0, 1000.0]"
flux,ECAP2pp,0.0,"[0.0, 1000.0]"
flux,ECA4OALpp,0.0,"[0.0, 1000.0]"
flux,FE3Ri,0.0,"[0.0, 1000.0]"
flux,FE3HOXR3,0.0,"[0.0, 1000.0]"
flux,FEENTERR1,0.0,"[0.0, 1000.0]"
flux,FEENTERR3,0.0,"[0.0, 1000.0]"
flux,SULFACtex,0.0,"[0, 1000.0]"
flux,EX_sulfac_e,0.0,"[0, 1000.0]"
flux,EX_butso3_e,0.0,"[0, 1000.0]"
flux,EX_ethso3_e,0.0,"[0, 1000.0]"
flux,NODOy,0.0,"[0.0, 1000.0]"
flux,GALM2pp,0.0,"[0.0, 1000.0]"
flux,CU1abcpp,0.0,"[0.0, 1000.0]"
flux,HG2abcpp,0.0,"[0.0, 1000.0]"
flux,GLCTR3,0.0,"[0.0, 1000.0]"
flux,HEPT4,0.0,"[0.0, 1000.0]"
flux,LA4NTpp,0.0,"[0.0, 1000.0]"
flux,NODOx,0.0,"[0.0, 1000.0]"
flux,NOtex,0.0,"[0, 1000.0]"
flux,NOtpp,0.0,"[0, 1000.0]"
flux,NHFRBO,0.0,"[0.0, 1000.0]"
flux,N2Otpp,0.0,"[0, 1000.0]"
flux,N2Otex,0.0,"[0, 1000.0]"
flux,CRNt8pp,0.0,"[0.0, 1000.0]"
flux,CRNt2rpp,0.0,"[0, 1000.0]"
flux,CRNDt2rpp,0.0,"[0, 1000.0]"
flux,CTBTt2rpp,0.0,"[0, 1000.0]"
flux,42A12BOOXpp,0.0,"[0.0, 1000.0]"
flux,TYROXDApp,0.0,"[0.0, 1000.0]"
flux,PACALDt2rpp,0.0,"[0, 1000.0]"
flux,PEAMNtex,0.0,"[0, 1000.0]"
flux,PACALDtex,0.0,"[0, 1000.0]"
flux,LIPOt2pp,0.0,"[0.0, 1000.0]"
flux,NTRIR4pp,0.0,"[0.0, 1000.0]"
flux,NTRIR3pp,0.0,"[0.0, 1000.0]"
flux,INOSTt4pp,0.0,"[0.0, 1000.0]"
flux,PHEMEtiex,0.0,"[0.0, 1000.0]"
flux,AGM3PA,0.0,"[0.0, 1000.0]"
flux,CYANtex,0.0,"[0, 1000.0]"
flux,SO3tex,0.0,"[0, 1000.0]"
flux,TCYNTtex,0.0,"[0, 1000.0]"
flux,ACANTHAT,0.0,"[0.0, 1000.0]"
flux,METSOX2abcpp,0.0,"[0.0, 1000.0]"
flux,METSOX1tex,0.0,"[0, 1000.0]"
flux,METSOX2tex,0.0,"[0, 1000.0]"
flux,3UMPtex,0.0,"[0, 1000.0]"
flux,3GMPtex,0.0,"[0, 1000.0]"
flux,FALDtpp,0.0,"[0, 1000.0]"
flux,EX_tym_e,0.0,"[0, 1000.0]"
flux,METSOXR1,0.0,"[0.0, 1000.0]"
flux,METSOXR2,0.0,"[0.0, 1000.0]"
flux,DAPAL,0.0,"[0.0, 1000.0]"
flux,AMPTASECG,0.0,"[0.0, 1000.0]"
flux,EX_imp_e,0.0,"[0, 1000.0]"
flux,DOPAtex,0.0,"[0, 1000.0]"
flux,4HOXPACDtex,0.0,"[0, 1000.0]"
flux,LACZpp,0.0,"[0.0, 1000.0]"
flux,GPDDA1pp,0.0,"[0.0, 1000.0]"
flux,GPDDA5pp,0.0,"[0.0, 1000.0]"
flux,ETHAtex,0.0,"[0, 1000.0]"
flux,G3PStex,0.0,"[0, 1000.0]"
flux,FEENTERR2,0.0,"[0.0, 1000.0]"
flux,FLVR,0.0,"[0.0, 1000.0]"
flux,FE3HOXR1,0.0,"[0.0, 1000.0]"
flux,FEENTERexs,0.0,"[0.0, 1000.0]"
flux,FE3HOXexs,0.0,"[0.0, 1000.0]"
flux,FECRMR3,0.0,"[0.0, 1000.0]"
flux,FDMO2,0.0,"[0.0, 1000.0]"
flux,LALGP,0.0,"[0.0, 1000.0]"
flux,AGM4PApp,0.0,"[0.0, 1000.0]"
flux,AGM4PA,0.0,"[0.0, 1000.0]"
flux,RNDR3b,0.0,"[0.0, 1000.0]"
flux,RNDR4b,0.0,"[0.0, 1000.0]"
flux,ACGAL1Ptex,0.0,"[0, 1000.0]"
flux,ACGALtex,0.0,"[0, 1000.0]"
flux,GLCUR1Ptex,0.0,"[0, 1000.0]"
flux,UDPGLCURtex,0.0,"[0, 1000.0]"
flux,UDPGALPpp,0.0,"[0.0, 1000.0]"
flux,UACGAMPpp,0.0,"[0.0, 1000.0]"
flux,UACGALPpp,0.0,"[0.0, 1000.0]"
flux,UGLCURPpp,0.0,"[0.0, 1000.0]"
flux,FEROpp,0.0,"[0.0, 1000.0]"
flux,ISETACabcpp,0.0,"[0.0, 1000.0]"
flux,ISETACtex,0.0,"[0, 1000.0]"
flux,GUR1PPpp,0.0,"[0.0, 1000.0]"
flux,UDPGtex,0.0,"[0, 1000.0]"
flux,ACGAL1PPpp,0.0,"[0.0, 1000.0]"
flux,UDPGALtex,0.0,"[0, 1000.0]"
flux,ACGAM1Ptex,0.0,"[0, 1000.0]"
flux,UACGAMtex,0.0,"[0, 1000.0]"
flux,UDPACGALtex,0.0,"[0, 1000.0]"
flux,AM4PCP,0.0,"[0.0, 1000.0]"
flux,AM3PA,0.0,"[0.0, 1000.0]"
flux,UM4PCP,0.0,"[0.0, 1000.0]"
flux,CBLAT,0.0,"[0, 1000.0]"
flux,MSO3abcpp,0.0,"[0.0, 1000.0]"
flux,MSO3tex,0.0,"[0, 1000.0]"
flux,FECRMR1,0.0,"[0.0, 1000.0]"
flux,FECRMR2,0.0,"[0.0, 1000.0]"
flux,TDP,0.0,"[0.0, 1000.0]"
flux,3PEPTabcpp,0.0,"[0.0, 1000.0]"
flux,4PEPTabcpp,0.0,"[0.0, 1000.0]"
flux,AGM3Pt2pp,0.0,"[0.0, 1000.0]"
flux,AGM4Pt2pp,0.0,"[0.0, 1000.0]"
flux,AGMt2pp,0.0,"[0.0, 1000.0]"
flux,FECRMexs,0.0,"[0.0, 1000.0]"
flux,ARBTNR1,0.0,"[0.0, 1000.0]"
flux,ARBTNR2,0.0,"[0.0, 1000.0]"
flux,ARBTNR3,0.0,"[0.0, 1000.0]"
flux,ARBTNexs,0.0,"[0.0, 1000.0]"
flux,FEOXAMexs,0.0,"[0.0, 1000.0]"
flux,FEOXAMR1,0.0,"[0.0, 1000.0]"
flux,FEOXAMR2,0.0,"[0.0, 1000.0]"
flux,FEOXAMR3,0.0,"[0.0, 1000.0]"
flux,PTHRpp,0.0,"[0.0, 1000.0]"
flux,ARABDI,0.0,"[0, 1000.0]"
flux,AGt3,0.0,"[0.0, 1000.0]"
flux,CD2t3pp,0.0,"[0.0, 1000.0]"
flux,ZNabcpp,0.0,"[0.0, 1000.0]"
flux,SKMt2pp,0.0,"[0.0, 1000.0]"
flux,FE2t2pp,0.0,"[0.0, 1000.0]"
flux,R5PPpp,0.0,"[0.0, 1000.0]"
flux,PSP_Lpp,0.0,"[0.0, 1000.0]"
flux,TYRPpp,0.0,"[0.0, 1000.0]"
flux,GLYC2Ptex,0.0,"[0, 1000.0]"
flux,PSERtex,0.0,"[0, 1000.0]"
flux,R5Ptex,0.0,"[0, 1000.0]"
flux,THRPtex,0.0,"[0, 1000.0]"
flux,TYRPtex,0.0,"[0, 1000.0]"
flux,PAPSR2,0.0,"[0.0, 1000.0]"
flux,GRXR,0.0,"[0.0, 1000.0]"
flux,RNDR1b,0.0,"[0.0, 1000.0]"
flux,RNDR2b,0.0,"[0.0, 1000.0]"
flux,FACOAE181,0.0,"[0.0, 1000.0]"
flux,FACOAE160,0.094949363741496,"[0.0, 1000.0]"
flux,FACOAE140,0.0,"[0.0, 1000.0]"
flux,CPGNR1,0.0,"[0.0, 1000.0]"
flux,CPGNR2,0.0,"[0.0, 1000.0]"
flux,CPGNR3,0.0,"[0.0, 1000.0]"
flux,CPGNUtpp,0.0,"[0.0, 1000.0]"
flux,CPGNUtex,0.0,"[0.0, 1000.0]"
flux,AAMYL,0.0,"[0.0, 1000.0]"
flux,AAMYLpp,0.0,"[0.0, 1000.0]"
flux,FACOAL80t2pp,0.0,"[0.0, 1000.0]"
flux,PPGPPDP,0.0,"[0.0, 1000.0]"
flux,CPGNabcpp,0.0,"[0.0, 1000.0]"
flux,CPGNexs,0.0,"[0.0, 1000.0]"
flux,CITtex,0.0,"[0, 1000.0]"
flux,ACGAtex,0.0,"[0, 1000.0]"
flux,DDCAtexi,0.0,"[0.0, 1000.0]"
flux,TTDCAtexi,0.0,"[0.0, 1000.0]"
flux,HDCAtexi,0.0,"[0.0, 1000.0]"
flux,GUACYC,0.0,"[0.0, 1000.0]"
flux,23PDE2pp,0.0,"[0.0, 1000.0]"
flux,23PDE4pp,0.0,"[0.0, 1000.0]"
flux,23PDE9pp,0.0,"[0.0, 1000.0]"
flux,ATPHs,0.0,"[0.0, 1000.0]"
flux,SARCOX,0.0,"[0.0, 1000.0]"
flux,GTPHs,0.0,"[0.0, 1000.0]"
flux,MN6PP,0.0,"[0.0, 1000.0]"
flux,3KGK,0.0,"[0.0, 1000.0]"
flux,EX_cd2_e,0.0,"[0, 1000.0]"
flux,F6PP,0.0,"[0.0, 1000.0]"
flux,GDPMNH,0.0,"[0.0, 1000.0]"
flux,FACOAL60t2pp,0.0,"[0.0, 1000.0]"
flux,IDONt2rpp,0.0,"[0, 1000.0]"
flux,ILEabcpp,0.0,"[0.0, 1000.0]"
flux,INDOLEt2pp,0.0,"[0.0, 1000.0]"
flux,INSt2pp,0.0,"[0.0, 1000.0]"
flux,LYXt2pp,0.0,"[0.0, 1000.0]"
flux,GDPDPK,0.0,"[0.0, 1000.0]"
flux,OCDCAtexi,0.0,"[0.0, 1000.0]"
flux,OCDCEAtexi,0.0,"[0.0, 1000.0]"
flux,G6Ptex,0.0,"[0, 1000.0]"
flux,TUNGSabcpp,0.0,"[0.0, 1000.0]"
flux,MOBDabcpp,5.2076781442197e-06,"[0.0, 1000.0]"
flux,MOBDtex,5.2076781442197e-06,"[0, 1000.0]"
flux,NI2uabcpp,0.0,"[0.0, 1000.0]"
flux,NI2tex,0.000240297148654709,"[0, 1000.0]"
flux,R1PK,0.0,"[0.0, 1000.0]"
flux,R15BPK,0.0,"[0.0, 1000.0]"
flux,Kabcpp,0.0,"[0.0, 1000.0]"
flux,LEUabcpp,0.0,"[0.0, 1000.0]"
flux,L_LACt2rpp,0.0,"[0, 1000.0]"
flux,MALt2_2pp,0.0,"[0.0, 1000.0]"
flux,MALt2_3pp,0.0,"[0.0, 1000.0]"
flux,MALTabcpp,0.0,"[0.0, 1000.0]"
flux,MALTHXabcpp,0.0,"[0.0, 1000.0]"
flux,MALTPTabcpp,0.0,"[0.0, 1000.0]"
flux,MALTTRabcpp,0.0,"[0.0, 1000.0]"
flux,MALTTTRabcpp,0.0,"[0.0, 1000.0]"
flux,MAN6Pt6_2pp,0.0,"[0.0, 1000.0]"
flux,MANGLYCptspp,0.0,"[0.0, 1000.0]"
flux,MELIBt2pp,0.0,"[0.0, 1000.0]"
flux,METabcpp,0.0,"[0.0, 1000.0]"
flux,EX_fe3hox_un_e,0.0,"[0, 1000.0]"
flux,GGPTRCS,0.0,"[0.0, 1000.0]"
flux,EX_23dappa_e,0.0,"[0, 1000.0]"
flux,RMNtpp,0.0,"[0.0, 1000.0]"
flux,SERt4pp,0.0,"[0.0, 1000.0]"
flux,SUCCt2_3pp,0.0,"[0.0, 1000.0]"
flux,MNLptspp,0.0,"[0.0, 1000.0]"
flux,NAt3_1p5pp,0.0,"[0.0, 1000.0]"
flux,NAt3_2pp,0.0,"[0.0, 1000.0]"
flux,NH4tpp,8.03464018641754,"[0, 1000.0]"
flux,NMNPtpp,0.0,"[0.0, 1000.0]"
flux,NO2t2rpp,0.0,"[0, 1000.0]"
flux,NO3t7pp,0.0,"[0.0, 1000.0]"
flux,ORNabcpp,0.0,"[0.0, 1000.0]"
flux,PIuabcpp,0.0,"[0.0, 1000.0]"
flux,PNTOt4pp,0.0,"[0.0, 1000.0]"
flux,FRULYSDG,0.0,"[0, 1000.0]"
flux,METDabcpp,0.0,"[0.0, 1000.0]"
flux,PROabcpp,0.0,"[0.0, 1000.0]"
flux,PROt2rpp,0.0,"[0, 1000.0]"
flux,PROt4pp,0.0,"[0.0, 1000.0]"
flux,PTRCabcpp,0.0,"[0.0, 1000.0]"
flux,ASNNpp,0.0,"[0.0, 1000.0]"
flux,GLUNpp,0.0,"[0.0, 1000.0]"
flux,NTD12,0.0,"[0.0, 1000.0]"
flux,FECRMtonex,0.0,"[0.0, 1000.0]"
flux,ARBTNtonex,0.0,"[0.0, 1000.0]"
flux,ADOCBLabcpp,0.0,"[0.0, 1000.0]"
flux,EX_enter_e,0.0,"[0, 1000.0]"
flux,EX_fecrm_un_e,0.0,"[0, 1000.0]"
flux,EX_cgly_e,0.0,"[0, 1000.0]"
flux,EX_chtbs_e,0.0,"[0, 1000.0]"
flux,EX_gmp_e,0.0,"[0, 1000.0]"
flux,EX_h2o2_e,0.0,"[0, 1000.0]"
flux,EX_ump_e,0.0,"[0, 1000.0]"
flux,EX_pydam_e,0.0,"[0, 1000.0]"
flux,CRNabcpp,0.0,"[0.0, 1000.0]"
flux,CRNDabcpp,0.0,"[0.0, 1000.0]"
flux,DNTPPA,0.000497705239783131,"[0.0, 1000.0]"
flux,CTBTabcpp,0.0,"[0.0, 1000.0]"
flux,NTPP9,0.0,"[0.0, 1000.0]"
flux,NTPP10,0.0,"[0.0, 1000.0]"
flux,NTPP11,0.0,"[0.0, 1000.0]"
flux,NTD10pp,0.0,"[0.0, 1000.0]"
flux,NTD1pp,0.0,"[0.0, 1000.0]"
flux,NTD2pp,0.0,"[0.0, 1000.0]"
flux,NTD3pp,0.0,"[0.0, 1000.0]"
flux,NTD4pp,0.0,"[0.0, 1000.0]"
flux,NTD5pp,0.0,"[0.0, 1000.0]"
flux,NTD6pp,0.0,"[0.0, 1000.0]"
flux,NTD7pp,0.0,"[0.0, 1000.0]"
flux,NTD9pp,0.0,"[0.0, 1000.0]"
flux,PEAMNOpp,0.0,"[0.0, 1000.0]"
flux,GAL1PPpp,0.0,"[0.0, 1000.0]"
flux,H2O2tex,0.0,"[0, 1000.0]"
flux,ARGDCpp,0.0,"[0.0, 1000.0]"
flux,ALLPI,0.0,"[0, 1000.0]"
flux,ALLK,0.0,"[0.0, 1000.0]"
flux,ALLULPE,0.0,"[0, 1000.0]"
flux,ADEtex,0.0,"[0, 1000.0]"
flux,ADNtex,0.0,"[0, 1000.0]"
flux,AGMtex,0.0,"[0, 1000.0]"
flux,ALAtex,0.0,"[0, 1000.0]"
flux,BALAtex,0.0,"[0, 1000.0]"
flux,DALAtex,0.0,"[0, 1000.0]"
flux,AMPtex,0.0,"[0, 1000.0]"
flux,ARBtex,0.0,"[0, 1000.0]"
flux,ARGtex,0.0,"[0, 1000.0]"
flux,ASCBtex,0.0,"[0, 1000.0]"
flux,FACOAL100t2pp,0.0,"[0.0, 1000.0]"
flux,RIBabcpp,0.0,"[0.0, 1000.0]"
flux,GPDDA3pp,0.0,"[0.0, 1000.0]"
flux,GPDDA4pp,0.0,"[0.0, 1000.0]"
flux,GPDDA2pp,0.0,"[0.0, 1000.0]"
flux,FACOAL120t2pp,0.0,"[0.0, 1000.0]"
flux,FACOAL140t2pp,0.0,"[0.0, 1000.0]"
flux,FE3HOXtonex,0.0,"[0.0, 1000.0]"
flux,CU2abcpp,0.0,"[0.0, 1000.0]"
flux,COBALT2abcpp,0.0,"[0.0, 1000.0]"
flux,NI2abcpp,0.0,"[0.0, 1000.0]"
flux,MG2uabcpp,0.0,"[0.0, 1000.0]"
flux,HCYSMT2,0.0,"[0.0, 1000.0]"
flux,MMETtex,0.0,"[0, 1000.0]"
flux,FE3tex,0.0,"[0, 1000.0]"
flux,MG2tex,0.00645380112872942,"[0, 1000.0]"
flux,Zn2tex,0.00025368832102556,"[0, 1000.0]"
flux,MMETt2pp,0.0,"[0.0, 1000.0]"
flux,CD2tex,0.0,"[0, 1000.0]"
flux,GLNabcpp,0.0,"[0.0, 1000.0]"
flux,GLUabcpp,0.0,"[0.0, 1000.0]"
flux,GLUABUTt7pp,0.0,"[0, 1000.0]"
flux,GLUt2rpp,0.0,"[0, 1000.0]"
flux,GLUt4pp,0.0,"[0.0, 1000.0]"
flux,GLYALDtpp,0.0,"[0, 1000.0]"
flux,EX_etha_e,0.0,"[0, 1000.0]"
flux,ACGK,0.220055647662148,"[0.0, 1000.0]"
flux,LCTSt3ipp,0.0,"[0.0, 1000.0]"
flux,ARBt3ipp,0.0,"[0.0, 1000.0]"
flux,14GLUCANabcpp,0.0,"[0.0, 1000.0]"
flux,14GLUCANtexi,0.0,"[0.0, 1000.0]"
flux,DHPTPE,0.0,"[0, 1000.0]"
flux,NADPHQR2,0.0,"[0.0, 1000.0]"
flux,NADPHQR3,0.0,"[0.0, 1000.0]"
flux,NADPHQR4,0.0,"[0.0, 1000.0]"
flux,GLBRAN2,0.0,"[0.0, 1000.0]"
flux,ASR,0.0,"[0.0, 1000.0]"
flux,ASO3tex,0.0,"[0, 1000.0]"
flux,MANGLYCtex,0.0,"[0, 1000.0]"
flux,EX_frulys_e,0.0,"[0, 1000.0]"
flux,METOX1s,0.0,"[0.0, 1000.0]"
flux,METOX2s,0.0,"[0.0, 1000.0]"
flux,FRUURt2rpp,0.0,"[0, 1000.0]"
flux,FRUURtex,0.0,"[0, 1000.0]"
flux,ECAtpp,0.0,"[0.0, 1000.0]"
flux,O16AT,0.0,"[0.0, 1000.0]"
flux,O16GALFT,0.0,"[0.0, 1000.0]"
flux,O16GLCT2,0.0,"[0.0, 1000.0]"
flux,O16AUNDtpp,0.0,"[0.0, 1000.0]"
flux,O16AP1pp,0.0,"[0.0, 1000.0]"
flux,GLYCAt2rpp,0.0,"[0, 1000.0]"
flux,GLYCAtex,0.0,"[0, 1000.0]"
flux,EX_enlipa_e,0.0,"[0, 1000.0]"
flux,EX_hacolipa_e,0.0,"[0, 1000.0]"
flux,AGM4PCP,0.0,"[0.0, 1000.0]"
flux,4PCP,0.0,"[0.0, 1000.0]"
flux,4PCPpp,0.0,"[0.0, 1000.0]"
flux,FALDH2,0.0,"[0, 1000.0]"
flux,GLYBabcpp,0.0,"[0.0, 1000.0]"
flux,GLYC3Pt6pp,0.0,"[0.0, 1000.0]"
flux,GLYCLTt4pp,0.0,"[0.0, 1000.0]"
flux,GLYCtpp,0.0,"[0, 1000.0]"
flux,H2Otpp,0.0,"[0, 1000.0]"
flux,HCINNMt2rpp,0.0,"[0, 1000.0]"
flux,HISabcpp,0.0,"[0.0, 1000.0]"
flux,HISt2rpp,0.0,"[0, 1000.0]"
flux,CBIAT,0.0,"[0, 1000.0]"
flux,LYSabcpp,0.0,"[0.0, 1000.0]"
flux,COBALT2tex,1.85988505150704e-05,"[0, 1000.0]"
flux,PPDOy,0.0,"[0.0, 1000.0]"
flux,FALGTHLs,0.0,"[0, 1000.0]"
flux,NTD12pp,0.0,"[0.0, 1000.0]"
flux,PPA2,0.0,"[0.0, 1000.0]"
flux,DIMPtex,0.0,"[0, 1000.0]"
flux,3NTD7pp,0.0,"[0.0, 1000.0]"
flux,3NTD4pp,0.0,"[0.0, 1000.0]"
flux,3NTD2pp,0.0,"[0.0, 1000.0]"
flux,3NTD9pp,0.0,"[0.0, 1000.0]"
flux,23PDE7pp,0.0,"[0.0, 1000.0]"
flux,GALTptspp,0.0,"[0.0, 1000.0]"
flux,GALURt2rpp,0.0,"[0, 1000.0]"
flux,GLCNt2rpp,0.0,"[0, 1000.0]"
flux,GLCptspp,0.0,"[0.0, 1000.0]"
flux,GLCRt2rpp,0.0,"[0, 1000.0]"
flux,GLCt2pp,10.0,"[0.0, 1000.0]"
flux,GLCURt2rpp,0.0,"[0, 1000.0]"
flux,ACMUMptspp,0.0,"[0.0, 1000.0]"
flux,EX_h2o_e,49.1098738302777,"[0, 1000.0]"
flux,EX_ala__D_e,0.0,"[0, 1000.0]"
flux,HSTPT,0.0704807160038695,"[0.0, 1000.0]"
flux,THDPS,0.275968999988593,"[0.0, 1000.0]"
flux,ACONMT,0.0,"[0.0, 1000.0]"
flux,XTSNtex,0.0,"[0, 1000.0]"
flux,EX_hdca_e,0.0,"[0, 1000.0]"
flux,EX_glcr_e,0.0,"[0, 1000.0]"
flux,GNK,0.0,"[0.0, 1000.0]"
flux,HMBS,0.000331803493188855,"[0.0, 1000.0]"
flux,RMK,0.0,"[0.0, 1000.0]"
flux,FHL,0.0,"[0.0, 0.0]"
flux,HYPOE,0.0,"[0.0, 1000.0]"
flux,MEPCT,0.00177730615522012,"[0.0, 1000.0]"
flux,GLUDy,0.0,"[0, 1000.0]"
flux,ZN2abcpp,0.0,"[0.0, 1000.0]"
flux,GLYCLTDy,0.0,"[0.0, 1000.0]"
flux,LYSDC,0.0,"[0.0, 1000.0]"
flux,DAAD,0.0,"[0.0, 1000.0]"
flux,UREAtpp,0.0,"[0, 1000.0]"
flux,XANt2pp,0.0,"[0.0, 1000.0]"
flux,GLYC3Pabcpp,0.0,"[0.0, 1000.0]"
flux,PPPNt2rpp,0.0,"[0, 1000.0]"
flux,PTRCORNt7pp,0.0,"[0, 1000.0]"
flux,SPMDabcpp,0.0,"[0.0, 1000.0]"
flux,HG2tex,0.0,"[0, 1000.0]"
flux,NTPP5,0.0,"[0.0, 1000.0]"
flux,ATPM,6.86,"[6.86, 1000.0]"
flux,NADPPPS,0.0,"[0.0, 1000.0]"
flux,EX_mnl_e,0.0,"[0, 1000.0]"
flux,NTD3,0.0,"[0.0, 1000.0]"
flux,GLYOX,0.0,"[0.0, 1000.0]"
flux,DADNtex,0.0,"[0, 1000.0]"
flux,DHAtex,0.0,"[0, 1000.0]"
flux,ETOHtex,0.0,"[0, 1000.0]"
flux,MTRPOX,0.0,"[0.0, 1000.0]"
flux,AGM4PCPpp,0.0,"[0.0, 1000.0]"
flux,GTPDPDP,0.0,"[0.0, 1000.0]"
flux,RNDR2,0.0,"[0.0, 1000.0]"
flux,EX_asn__L_e,0.0,"[0, 1000.0]"
flux,EX_mal__L_e,0.0,"[0, 1000.0]"
flux,NMNN,0.0,"[0.0, 1000.0]"
flux,XAND,0.0,"[0.0, 1000.0]"
flux,EX_no2_e,0.0,"[0, 1000.0]"
flux,HACD3,0.26475835685213,"[0, 1000.0]"
flux,ACACtex,0.0,"[0, 1000.0]"
flux,ACNAMtex,0.0,"[0, 1000.0]"
flux,ARBTNabcpp,0.0,"[0.0, 1000.0]"
flux,NNDMBRT,0.0,"[0.0, 1000.0]"
flux,THRA2,0.0,"[0.0, 1000.0]"
flux,ASO3t8pp,0.0,"[0.0, 1000.0]"
flux,H2Stex,0.0,"[0, 1000.0]"
flux,PPK,0.0,"[0.0, 1000.0]"
flux,OMCDC,0.335174348856207,"[0.0, 1000.0]"
flux,ABUTD,0.0,"[0.0, 1000.0]"
flux,E4PD,0.0,"[0, 1000.0]"
flux,IG3PS,0.0704807160038695,"[0.0, 1000.0]"
flux,EX_nh4_e,0.0,"[0, 1000.0]"
flux,DADK,0.0,"[0, 1000.0]"
flux,DUTPDP,0.0194663009030932,"[0.0, 1000.0]"
flux,EX_ddca_e,0.0,"[0, 1000.0]"
flux,NTP5,0.0,"[0.0, 1000.0]"
flux,FORt2pp,0.0,"[0.0, 1000.0]"
flux,EX_r5p_e,0.0,"[0, 1000.0]"
flux,EX_glyc2p_e,0.0,"[0, 1000.0]"
flux,MTAN,0.0,"[0.0, 1000.0]"
flux,DPR,0.00050142500988688,"[0.0, 1000.0]"
flux,THRD_L,0.216140217651715,"[0.0, 1000.0]"
flux,EX_malt_e,0.0,"[0, 1000.0]"
flux,4PEPTtex,0.0,"[0, 1000.0]"
flux,NAMNPP,0.0,"[0.0, 1000.0]"
flux,EX_pnto__R_e,0.0,"[0, 1000.0]"
flux,SELNPS,0.0,"[0.0, 1000.0]"
flux,CRNCAR,0.0,"[0, 1000.0]"
flux,GALabcpp,0.0,"[0.0, 1000.0]"
flux,GLYCLTt2rpp,0.0,"[0, 1000.0]"
flux,GUAt2pp,0.0,"[0.0, 1000.0]"
flux,HPPPNt2rpp,0.0,"[0, 1000.0]"
flux,ANHMK,0.0,"[0.0, 1000.0]"
flux,DHFR,0.0199640061428764,"[0, 1000.0]"
